HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;PSH;PSD;PSA;MaxH;MaxD;MaxA;AvgH;AvgD;AvgA
Ath Madrid;Real Madrid;3;1;H;2;1;H;10;20;4;5;13;10;6;11;1;3;0;0;27;34;255;275;33;25;288;337;261;302;35;263;283;336;256
Sevilla;Levante;5;1;H;3;0;H;18;10;9;1;15;16;9;4;3;2;0;0;167;38;5;166;4;48;17;41;509;175;422;575;167;404;508
Mallorca;Barcelona;2;2;D;2;1;H;10;10;5;4;19;7;7;2;4;1;1;0;75;42;15;675;42;149;698;453;151;75;468;155;689;438;15
Ath Bilbao;Getafe;2;2;D;1;0;H;9;13;4;5;9;19;5;4;5;6;1;0;162;36;65;16;38;6;164;376;651;171;385;651;164;37;621
Real Madrid;Espagnol;2;0;H;1;0;H;21;16;9;2;7;9;7;2;0;1;0;0;12;7;11;121;675;135;121;724;1367;124;75;15;122;692;131
Villarreal;Girona;1;2;A;0;0;D;14;17;3;5;9;11;5;6;3;2;0;0;225;35;31;225;37;29;222;372;323;232;38;33;223;366;312
Elche;Vallecano;0;0;D;0;0;D;9;9;2;4;16;13;1;2;5;6;0;1;25;32;288;25;31;295;264;317;3;266;331;302;258;317;295
Valencia;Sociedad;0;1;A;0;1;A;9;2;2;1;14;17;0;2;4;7;1;0;263;31;28;255;31;287;268;318;294;276;33;296;265;314;289
Celta;Alaves;1;1;D;1;0;H;8;21;0;11;9;11;2;8;5;3;1;0;17;36;525;171;35;55;171;359;597;175;373;6;171;357;56
Oviedo;Betis;1;1;D;0;0;D;19;13;7;3;14;10;5;7;2;1;0;0;3;33;238;287;34;24;311;353;236;319;364;245;304;345;236
Osasuna;Ath Madrid;0;2;A;0;1;A;13;4;2;3;14;4;7;2;3;3;1;1;34;34;215;33;34;215;368;347;214;372;358;222;353;343;214
Barcelona;Sevilla;1;0;H;0;0;D;18;12;5;3;11;15;13;3;2;3;0;0;136;525;8;137;525;75;139;536;797;141;575;9;138;535;792
Getafe;Villarreal;0;0;D;0;0;D;22;3;9;0;19;11;6;4;2;4;0;1;29;31;26;28;33;25;3;325;259;31;335;265;293;325;256
Vallecano;Mallorca;2;2;D;1;1;D;19;9;5;4;12;20;5;0;2;5;0;0;21;31;4;22;32;35;216;316;404;225;325;404;218;315;379
Girona;Real Madrid;0;3;A;0;2;A;13;14;3;7;13;14;1;4;2;2;0;1;35;4;195;36;375;195;356;402;2;37;41;202;357;392;198
Sociedad;Ath Bilbao;3;0;H;1;0;H;8;18;5;3;20;9;5;7;2;2;0;0;22;32;35;22;32;34;226;33;353;228;339;365;224;325;349
Levante;Oviedo;3;3;D;3;0;H;17;19;5;4;18;14;1;5;2;1;0;0;195;36;375;198;37;36;192;368;396;202;393;41;196;37;379
Alaves;Osasuna;0;2;A;0;1;A;17;10;3;3;13;13;4;2;2;3;1;0;275;3;28;265;3;285;276;299;289;281;321;3;271;306;287
Ath Madrid;Elche;3;2;H;1;2;A;18;8;9;4;5;10;5;3;1;3;0;0;133;5;10;135;5;875;135;499;891;139;534;10;136;508;918
Betis;Valencia;3;0;H;1;0;H;15;9;7;2;11;10;5;3;2;2;0;0;23;325;33;23;33;31;231;329;326;239;344;333;231;332;323
Espagnol;Celta;2;1;H;0;0;D;16;11;5;3;13;14;4;5;2;1;0;0;25;32;3;237;32;31;252;315;299;258;337;31;248;321;303
Ath Bilbao;Levante;3;0;H;1;0;H;23;4;9;1;11;7;6;2;2;0;0;0;136;5;8;138;5;75;138;541;823;142;56;9;138;524;816
Elche;Girona;0;1;A;0;0;D;8;20;2;5;12;13;5;5;1;3;1;0;325;34;225;32;34;225;328;34;233;335;35;236;325;341;228
Real Madrid;Osasuna;4;0;H;1;0;H;19;7;9;1;9;6;5;4;2;2;0;0;129;6;95;13;55;95;13;595;1038;133;6;11;131;57;996
Mallorca;Valencia;1;1;D;1;1;D;9;11;5;3;17;11;3;6;2;1;0;0;25;3;32;245;31;31;254;305;326;26;318;328;251;308;316
Sevilla;Vallecano;2;2;D;0;2;A;22;7;6;4;16;19;12;2;5;2;0;0;185;36;42;18;36;433;191;361;439;193;367;45;189;358;427
Villarreal;Espagnol;1;2;A;0;1;A;9;8;4;5;17;7;7;2;4;4;0;0;16;4;575;16;42;525;163;421;556;165;435;6;162;417;548
Ath Madrid;Sociedad;2;1;H;1;0;H;14;13;5;4;9;12;1;4;3;3;0;0;183;34;45;185;35;433;193;339;459;195;358;485;191;345;442
Alaves;Betis;1;1;D;1;1;D;15;6;5;2;13;9;5;3;3;3;0;1;28;325;26;28;31;265;293;32;268;297;33;274;286;318;265
Celta;Getafe;2;2;D;2;2;D;26;3;11;2;14;20;13;1;1;8;0;1;205;31;42;205;32;39;207;323;423;21;326;43;206;32;411
Oviedo;Barcelona;2;2;D;2;1;H;7;22;2;10;12;7;1;11;4;1;0;0;65;525;14;7;5;14;689;536;143;75;55;145;692;518;142
Osasuna;Oviedo;2;0;H;1;0;H;12;13;6;3;19;13;1;7;3;4;0;1;173;38;475;173;375;46;172;399;513;177;403;52;173;387;489
Sociedad;Mallorca;1;0;H;0;0;D;14;18;6;7;14;16;2;5;3;3;0;0;155;38;7;157;375;675;157;391;723;161;4;8;157;384;703
Getafe;Betis;1;1;D;1;1;D;14;13;4;3;17;11;4;8;5;2;0;0;25;3;31;245;31;3;251;311;325;255;331;33;249;311;315
Sevilla;Real Madrid;1;1;D;0;0;D;17;14;7;5;13;6;4;6;5;2;0;0;42;36;185;39;375;188;418;391;187;42;406;19;408;387;186
Celta;Ath Madrid;0;3;A;0;1;A;16;12;3;7;10;10;7;5;3;2;1;0;35;35;21;34;34;21;365;353;212;38;366;215;358;349;211
Espagnol;Vallecano;0;1;A;0;0;D;12;12;6;4;13;11;10;5;4;3;0;1;263;31;28;265;31;28;271;312;296;273;334;3;266;314;287
Girona;Levante;5;2;H;3;2;H;19;9;8;5;11;14;9;6;1;2;0;0;145;45;7;147;46;65;147;489;671;151;5;7;147;481;66
Villarreal;Alaves;1;1;D;0;0;D;12;16;3;7;15;10;9;3;4;3;0;0;17;375;5;171;375;48;174;398;495;175;401;525;173;385;496
Barcelona;Ath Bilbao;1;0;H;0;0;D;12;10;7;3;11;18;4;7;3;3;0;0;162;4;55;162;4;525;168;414;516;171;425;55;167;409;513
Valencia;Elche;2;0;H;2;0;H;12;5;4;4;16;16;4;6;0;3;0;1;175;36;5;177;35;475;178;36;529;184;375;54;177;357;503
Girona;Celta;1;0;H;0;0;D;12;4;2;2;15;12;10;1;3;2;0;0;17;42;45;168;4;46;169;427;484;175;437;504;169;42;474
Levante;Espagnol;1;2;A;0;1;A;10;10;4;3;13;19;3;2;3;1;0;0;225;35;31;23;34;3;237;346;315;243;36;322;233;346;31
Barcelona;Real Madrid;1;2;A;1;0;H;15;13;3;4;15;15;6;3;2;1;0;0;255;36;26;25;36;26;255;366;276;269;378;278;255;366;268
Mallorca;Getafe;0;0;D;0;0;D;15;8;4;0;10;25;8;3;0;1;0;0;225;3;35;225;3;35;235;303;367;237;317;38;231;303;361
Elche;Sevilla;2;2;D;2;1;H;10;20;5;10;17;12;2;4;6;4;0;0;33;325;225;31;33;23;339;337;229;341;352;233;329;334;229
Betis;Osasuna;2;1;H;1;0;H;9;7;2;1;10;25;6;3;3;4;0;0;205;35;36;2;34;37;21;34;389;212;356;392;208;341;374
Vallecano;Sociedad;2;2;D;1;1;D;16;15;7;3;17;16;4;5;3;2;0;0;31;32;238;3;31;24;334;311;246;335;329;249;321;314;243
Ath Bilbao;Valencia;2;2;D;1;0;H;12;11;7;5;11;10;10;4;3;1;0;0;162;38;575;168;37;525;164;396;595;169;401;6;165;387;572
Ath Madrid;Alaves;2;1;H;2;0;H;11;8;7;1;10;11;4;4;3;2;0;0;14;475;85;136;48;875;14;496;874;143;525;95;139;489;871
Oviedo;Villarreal;2;3;A;2;3;A;18;6;8;5;14;15;4;1;0;4;0;0;31;35;225;285;36;235;316;362;229;317;38;239;302;36;231
Espagnol;Ath Madrid;2;1;H;0;0;D;9;13;3;5;12;9;3;4;0;3;0;0;575;36;165;55;37;166;574;385;168;615;391;169;57;379;166
Osasuna;Girona;2;4;A;1;1;D;15;11;3;4;14;10;2;7;5;3;0;0;29;34;24;28;34;245;288;347;251;297;358;254;288;345;247
Betis;Mallorca;2;0;H;1;0;H;22;8;3;1;13;16;6;1;1;4;0;1;191;33;45;19;34;42;193;337;452;196;354;47;192;34;442
Celta;Sevilla;1;1;D;1;0;H;15;13;3;5;14;10;4;6;2;5;1;0;26;34;27;245;34;28;258;349;279;263;358;282;257;343;277
Sociedad;Barcelona;0;1;A;0;0;D;13;12;6;4;16;8;8;3;3;3;0;0;31;35;225;31;35;22;337;355;22;341;368;229;326;35;223
Alaves;Levante;1;0;H;0;0;D;23;9;3;3;13;14;12;6;2;3;0;0;175;375;475;18;36;433;178;38;475;182;391;5;179;376;463
Valencia;Oviedo;1;0;H;1;0;H;11;6;2;1;20;15;0;4;3;5;0;0;165;4;5;165;39;525;166;413;524;169;425;55;165;407;523
Villarreal;Ath Bilbao;2;3;A;0;3;A;17;17;6;7;11;18;9;3;4;4;0;0;28;36;24;29;35;23;306;358;234;313;372;242;298;358;236
Real Madrid;Vallecano;0;0;D;0;0;D;22;4;5;0;12;15;11;1;3;5;0;0;129;55;12;127;6;105;127;624;1053;131;66;12;128;608;1082
Getafe;Elche;1;0;H;0;0;D;13;6;3;2;18;12;6;3;7;1;1;0;191;31;475;193;32;45;193;319;488;198;337;49;193;321;467
Ath Bilbao;Celta;4;3;H;2;2;D;21;13;12;5;15;13;7;2;2;2;0;0;167;38;5;165;4;5;169;417;504;173;421;595;168;405;507
Vallecano;Girona;1;2;A;1;1;D;22;19;9;7;15;13;8;3;1;2;0;0;288;35;24;28;36;237;292;348;248;297;37;25;288;351;245
Levante;Sociedad;1;3;A;0;0;D;7;18;2;6;18;19;5;5;2;2;0;0;475;38;173;44;39;175;483;401;172;49;41;178;471;395;173
Oviedo;Getafe;1;1;D;1;1;D;12;10;6;6;14;9;3;5;4;2;0;0;25;31;3;25;32;29;258;316;304;263;333;308;255;318;298
Osasuna;Espagnol;1;1;D;0;0;D;11;6;3;1;25;10;8;3;1;1;0;0;195;34;4;195;33;41;2;325;442;205;35;45;199;332;421
Real Madrid;Valencia;5;1;H;2;0;H;16;10;7;4;7;26;4;4;1;3;0;0;133;55;85;134;525;85;132;56;97;136;58;1025;133;548;941
Barcelona;Alaves;2;1;H;0;1;A;11;8;6;1;11;10;2;1;2;1;0;0;125;6;11;124;625;115;124;651;1182;129;68;13;125;632;1197
Sevilla;Betis;1;1;D;0;0;D;13;14;4;6;18;14;9;5;1;1;0;0;205;35;36;205;35;34;217;352;346;218;368;36;213;353;347
Ath Madrid;Villarreal;3;1;H;1;1;D;25;11;10;7;8;8;6;3;0;2;0;0;136;55;75;136;525;775;138;543;771;141;56;85;137;533;792
Alaves;Oviedo;3;1;H;2;0;H;8;11;5;4;10;13;6;2;1;3;0;0;17;36;5;172;36;5;176;374;515;18;391;53;174;374;505
Vallecano;Barcelona;1;1;D;1;0;H;10;15;4;4;23;13;1;4;3;4;0;0;525;4;165;5;4;165;539;409;165;54;43;168;513;413;165
Valencia;Celta;0;0;D;0;0;D;8;13;0;1;13;7;5;7;3;2;0;0;22;325;35;21;34;34;219;343;351;222;35;36;218;339;347
Getafe;Levante;2;1;H;2;1;H;18;13;5;4;12;8;3;6;2;4;0;0;165;375;55;166;38;525;168;386;546;172;396;57;168;382;541
Ath Madrid;Mallorca;1;0;H;0;0;D;20;8;3;1;8;19;7;3;0;0;0;0;133;5;95;136;48;875;137;489;937;14;5;10;138;483;917
Villarreal;Osasuna;3;1;H;0;0;D;10;15;3;7;9;14;2;4;0;0;0;0;215;35;33;215;35;325;217;349;35;222;362;353;217;352;338
Sociedad;Sevilla;2;1;H;2;0;H;11;8;8;2;22;8;4;4;2;1;0;2;175;36;475;177;37;45;176;376;492;18;388;53;176;371;489
Elche;Real Madrid;0;3;A;0;1;A;13;14;4;5;16;16;4;4;3;3;0;0;6;45;15;625;44;15;667;468;148;69;48;153;648;454;15
Betis;Espagnol;1;0;H;1;0;H;12;15;6;4;7;12;7;6;1;2;0;0;17;375;525;17;37;525;165;391;566;171;4;656;168;38;552
Girona;Ath Bilbao;1;1;D;0;0;D;12;13;2;6;8;16;2;6;1;1;0;0;225;35;31;225;36;295;232;369;301;235;38;315;228;366;301
Mallorca;Elche;1;1;D;1;1;D;16;6;3;3;14;18;7;0;2;3;0;0;195;32;433;198;32;42;199;321;456;204;339;475;198;324;438
Espagnol;Getafe;2;0;H;1;0;H;11;12;6;4;11;9;4;4;0;5;0;1;238;29;34;24;29;33;249;295;348;252;313;352;245;295;341
Girona;Valencia;2;1;H;0;0;D;9;9;5;3;6;7;3;2;2;3;0;0;17;4;475;17;39;475;171;397;5;173;417;53;17;399;499
Ath Bilbao;Vallecano;4;0;H;1;0;H;9;11;4;3;15;11;7;2;1;2;0;0;157;42;575;161;41;525;157;432;592;165;44;62;159;422;572
Real Madrid;Oviedo;2;0;H;1;0;H;11;1;4;0;10;12;6;0;2;1;0;0;117;8;15;117;8;155;116;884;1466;118;94;19;116;844;157
Osasuna;Sociedad;1;1;D;1;1;D;9;17;3;5;12;10;1;8;3;3;0;0;34;325;22;34;32;22;375;324;218;382;337;23;357;323;223
Mallorca;Alaves;0;0;D;0;0;D;7;7;3;4;16;15;5;4;4;2;0;0;245;3;325;235;3;33;247;299;341;252;317;345;246;301;332
Levante;Betis;0;0;D;0;0;D;20;6;8;2;12;8;4;6;0;3;0;1;32;36;22;32;36;215;336;366;216;345;373;223;328;363;218
Sevilla;Villarreal;1;1;D;0;0;D;18;5;4;4;6;16;8;4;3;2;0;0;2;36;36;21;37;32;205;373;358;22;385;364;211;369;341
Barcelona;Ath Madrid;1;0;H;1;0;H;13;9;2;4;17;12;7;2;5;4;0;0;2;375;35;2;36;36;205;376;357;21;384;378;203;37;36
Celta;Elche;1;1;D;0;1;A;26;2;7;1;14;18;12;1;1;6;0;1;157;38;65;161;39;55;161;413;58;165;425;65;16;402;585
Getafe;Valencia;1;0;H;0;0;D;8;3;6;0;15;14;7;0;2;4;1;2;26;29;31;265;285;31;276;288;314;277;291;324;269;288;309
Alaves;Espagnol;0;1;A;0;1;A;19;9;5;2;13;13;12;3;3;4;0;0;21;3;42;205;32;4;208;316;42;212;333;433;206;317;41
Betis;Real Madrid;1;1;D;0;0;D;14;12;6;2;14;7;8;6;2;1;0;0;42;38;18;4;375;183;439;392;181;45;403;186;426;385;182
Villarreal;Sociedad;0;3;A;0;3;A;20;16;4;5;10;22;5;3;2;1;0;0;34;34;21;325;34;215;345;355;216;36;368;231;342;352;214
Mallorca;Sevilla;1;0;H;1;0;H;6;19;3;5;15;6;4;12;2;2;0;0;275;31;275;265;32;275;269;316;29;275;329;295;268;316;283
Ath Madrid;Levante;2;1;H;2;0;H;13;19;4;5;13;11;3;15;1;0;0;0;122;65;12;122;675;115;119;763;1351;125;81;14;122;707;125
Elche;Osasuna;1;1;D;1;0;H;12;13;5;5;15;16;2;4;1;2;0;0;29;31;255;29;31;25;299;314;263;305;327;263;295;314;258
Barcelona;Girona;2;4;A;1;2;A;31;15;11;7;7;10;8;3;1;2;0;0;153;5;55;153;45;55;152;49;57;159;5;605;153;479;56
Oviedo;Ath Bilbao;1;1;D;0;1;A;7;19;4;4;9;11;1;8;0;2;0;0;5;4;167;475;4;168;485;416;169;503;43;178;48;412;169
Vallecano;Celta;0;0;D;0;0;D;17;4;4;2;15;10;8;1;3;0;0;0;245;31;31;24;33;29;251;331;302;254;35;311;244;332;3
Osasuna;Vallecano;1;0;H;0;0;D;10;9;4;3;20;13;9;1;2;3;0;0;22;32;35;22;31;36;229;316;363;231;333;381;225;319;355
Celta;Oviedo;1;0;H;1;0;H;11;7;4;2;20;18;7;1;6;2;1;0;167;4;5;166;4;48;167;41;513;171;422;53;167;409;506
Ath Bilbao;Ath Madrid;2;0;H;0;0;D;16;7;7;3;7;10;3;7;0;1;0;0;245;33;29;245;34;285;245;352;294;255;364;301;244;347;292
Sevilla;Getafe;0;3;A;0;2;A;12;14;4;7;18;18;4;2;3;3;0;0;195;34;42;195;33;4;197;339;432;2;36;5;195;342;425
Valencia;Barcelona;1;1;D;0;0;D;11;16;4;8;9;11;4;6;1;2;0;0;5;38;167;525;4;163;52;406;167;55;416;171;512;401;167
Levante;Mallorca;0;0;D;0;0;D;7;20;1;2;12;9;4;4;2;1;0;0;27;32;27;265;325;265;266;33;283;27;343;289;265;33;278
Sociedad;Betis;0;0;D;0;0;D;12;12;4;3;12;12;3;7;3;4;0;0;17;4;5;17;375;5;17;39;517;175;4;53;171;387;508
Espagnol;Elche;1;1;D;1;0;H;7;13;2;5;9;12;4;6;1;3;0;0;191;33;433;19;33;433;196;331;449;205;349;46;195;335;435
Real Madrid;Villarreal;4;1;H;2;0;H;22;3;9;1;14;12;11;0;2;3;0;0;129;6;9;13;6;875;129;63;921;132;66;105;129;629;94
Girona;Alaves;3;0;H;2;0;H;9;12;4;2;9;7;3;2;0;1;0;0;153;4;65;155;42;575;157;438;579;159;45;65;155;43;595
Vallecano;Valencia;0;1;A;0;0;D;7;8;1;3;16;18;8;1;1;5;0;1;22;32;35;22;31;35;224;318;374;228;34;377;222;32;358
Ath Madrid;Getafe;3;3;D;1;0;H;8;29;4;9;7;14;1;12;3;3;1;0;145;433;75;147;433;725;148;445;767;149;5;9;146;445;772
Oviedo;Sevilla;0;3;A;0;2;A;12;12;3;5;10;18;6;4;2;1;0;0;28;34;25;285;325;25;296;33;259;305;342;265;288;332;254
Barcelona;Levante;3;2;H;1;1;D;30;10;11;5;16;9;12;0;3;3;0;0;114;85;15;114;925;165;113;1049;1619;116;11;20;114;955;1682
Ath Bilbao;Espagnol;1;0;H;0;0;D;19;5;10;1;12;11;5;2;1;3;0;0;136;5;7;139;475;825;139;499;841;144;52;95;139;488;83
Villarreal;Celta;3;2;H;2;0;H;12;15;8;5;16;15;4;7;2;4;0;0;24;36;288;235;34;29;242;352;298;248;38;302;241;353;29
Betis;Girona;1;1;D;0;1;A;21;12;4;4;6;9;7;6;2;2;0;0;28;35;238;265;36;245;287;369;242;291;375;25;28;361;243
Elche;Sociedad;0;0;D;0;0;D;10;8;2;1;16;15;7;5;3;1;0;0;475;31;175;46;34;182;48;342;187;5;36;192;461;346;185
