HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;PSH;PSD;PSA;MaxH;MaxD;MaxA;AvgH;AvgD;AvgA
Real Madrid;Oviedo;3;0;H;0;0;D;17;8;9;2;10;15;5;5;1;1;0;0;118;75;15;117;8;16;117;851;1625;12;9;18;117;796;1517
Elche;Levante;2;1;H;0;0;D;10;10;5;5;11;10;3;7;1;1;0;0;225;3;36;23;288;38;233;3;378;236;31;383;229;299;364
Alaves;Betis;0;0;D;0;0;D;3;13;1;3;16;13;3;8;1;4;1;0;238;31;325;24;3;34;244;314;328;246;333;34;24;312;321
Ath Madrid;Girona;3;0;H;1;0;H;11;13;6;5;11;10;1;9;1;3;0;0;16;41;55;157;44;55;16;435;547;166;445;56;16;427;531
Villarreal;Celta;4;3;H;1;2;A;22;18;9;8;8;6;7;4;4;3;0;0;191;34;38;195;35;4;194;346;376;204;375;425;196;356;382
Mallorca;Sevilla;0;0;D;0;0;D;12;16;4;7;15;10;5;9;0;1;0;1;238;31;325;24;31;33;247;311;333;249;327;335;241;311;326
Vallecano;Barcelona;1;2;A;1;0;H;8;22;4;5;17;11;6;6;3;1;0;0;525;38;162;5;39;167;57;407;164;57;41;173;533;395;166
Ath Bilbao;Valencia;1;0;H;1;0;H;13;2;4;0;14;9;5;3;1;3;0;0;162;39;575;16;39;65;163;391;596;165;403;65;162;389;591
Oviedo;Elche;0;0;D;0;0;D;12;8;2;1;13;19;4;4;1;5;0;0;23;3;36;23;29;375;234;302;364;236;316;375;232;301;358
Ath Madrid;Espanol;0;0;D;0;0;D;24;8;7;1;6;9;9;3;0;2;0;0;13;525;11;129;55;12;129;548;1202;133;57;1202;13;542;1124
Sociedad;Alaves;1;2;A;1;1;D;8;12;1;5;16;12;8;6;4;4;1;0;17;35;575;167;35;6;171;358;578;175;37;6;171;357;564
Girona;Osasuna;4;0;H;1;0;H;10;1;5;0;10;9;5;0;0;0;0;0;17;4;433;173;39;475;176;4;457;179;409;475;173;394;453
Levante;Real Madrid;1;1;D;1;0;H;7;25;3;8;16;13;2;6;0;2;0;0;8;5;138;85;5;136;81;527;138;85;54;142;801;509;138
Barcelona;Oviedo;7;0;H;3;0;H;23;5;10;2;6;12;10;1;0;3;0;0;125;625;10;122;7;12;125;639;1182;128;7;13;125;645;1172
Ath Bilbao;Ath Madrid;0;1;A;0;0;D;8;9;1;2;13;9;2;2;3;1;0;0;3;33;238;3;33;245;305;335;246;312;351;249;301;334;243
Espanol;Vallecano;2;1;H;1;1;D;10;17;5;5;14;16;3;7;3;2;0;0;28;3;28;275;3;288;28;301;292;284;316;294;278;303;284
Elche;Mallorca;0;1;A;0;1;A;4;12;2;3;11;17;1;3;1;3;0;0;25;3;32;255;288;325;26;289;332;267;3;345;256;29;327
Valencia;Villarreal;1;1;D;1;1;D;22;9;6;3;15;11;14;3;3;5;0;1;28;34;245;28;34;255;281;341;261;292;368;261;284;345;249
Alaves;Levante;2;0;H;1;0;H;15;12;5;7;13;9;6;5;3;0;0;0;195;34;4;195;33;433;194;338;445;201;352;45;196;335;425
Osasuna;Celta;3;2;H;2;1;H;10;12;4;3;19;10;6;3;2;0;0;1;245;325;3;245;33;3;251;331;3;254;347;31;246;331;299
Sevilla;Girona;0;2;A;0;1;A;16;11;5;4;6;14;7;5;3;2;0;0;235;38;275;24;36;28;242;38;28;244;388;292;237;373;282
Getafe;Sociedad;0;0;D;0;0;D;16;1;1;0;14;16;4;1;1;1;0;0;35;29;238;35;288;245;359;287;246;37;295;255;352;287;243
Real Madrid;Betis;2;0;H;0;0;D;20;12;8;2;8;16;7;3;2;0;0;0;129;575;95;125;6;105;129;597;99;131;63;11;129;591;1017
Betis;Elche;2;0;H;0;0;D;14;3;5;0;11;18;11;1;1;2;0;0;162;37;625;167;36;6;163;376;637;171;386;65;165;372;606
Mallorca;Villarreal;1;2;A;0;1;A;10;21;5;4;11;10;7;6;3;3;1;0;245;34;288;255;325;29;25;321;307;26;344;312;25;327;296
Espanol;Alaves;3;2;H;1;1;D;9;19;4;6;17;14;0;5;2;3;0;0;263;32;28;27;31;288;275;304;291;279;321;297;272;307;287
Sevilla;Getafe;1;0;H;1;0;H;10;15;4;4;19;15;3;4;3;4;1;0;22;3;37;23;3;36;224;31;372;23;327;382;224;309;366
Sociedad;Real Madrid;0;2;A;0;0;D;11;16;2;7;12;9;6;6;4;1;0;0;475;39;167;5;39;167;532;382;169;55;401;175;507;387;17
Celta;Oviedo;3;1;H;2;0;H;14;6;7;1;14;15;5;3;3;5;0;1;167;375;55;165;4;5;168;403;511;172;416;55;168;397;506
Girona;Barcelona;1;4;A;0;2;A;9;20;4;9;13;4;1;6;3;2;0;1;42;38;18;42;39;18;42;393;183;43;421;19;405;397;184
Levante;Ath Bilbao;2;3;A;0;2;A;15;9;6;4;8;12;9;3;1;2;0;1;38;34;2;39;33;2;39;339;205;405;36;21;38;343;204
Ath Madrid;Valencia;3;0;H;1;0;H;14;5;5;1;10;8;7;3;1;2;0;0;133;45;11;133;5;11;134;51;99;139;53;11;135;498;983
Vallecano;Osasuna;3;1;H;0;1;A;17;5;6;2;12;15;7;4;3;2;0;0;205;31;4;215;31;38;208;318;413;217;333;42;21;317;395
Mallorca;Sociedad;1;0;H;1;0;H;10;13;4;4;5;10;5;5;1;1;0;0;29;275;3;28;275;3;294;281;302;303;299;302;288;281;293
Betis;Getafe;2;1;H;0;0;D;18;15;8;5;10;20;8;4;3;5;0;0;191;3;5;195;3;475;196;315;484;206;321;5;198;308;464
Elche;Ath Bilbao;0;2;A;0;0;D;14;10;3;4;12;11;4;7;3;0;0;0;375;32;205;4;32;21;426;316;207;434;337;213;403;317;207
Alaves;Sevilla;2;1;H;1;0;H;10;8;4;2;11;16;3;5;1;4;0;0;215;31;37;22;32;37;22;33;37;221;339;38;218;326;363
Oviedo;Sociedad;0;0;D;0;0;D;15;14;2;4;15;12;5;7;4;4;0;0;39;3;22;39;3;22;387;303;224;39;333;227;379;307;219
Osasuna;Levante;2;1;H;1;1;D;13;11;2;4;14;11;2;4;2;5;0;0;19;34;42;191;34;46;192;343;451;195;364;46;192;344;433
Valencia;Girona;2;0;H;0;0;D;7;8;2;3;13;10;5;4;3;2;0;0;288;33;25;288;33;25;296;333;253;301;352;256;289;335;251
Real Madrid;Espanol;4;1;H;0;0;D;31;10;14;2;7;5;9;4;4;3;0;0;117;7;19;115;8;18;117;833;1546;118;89;19;116;807;1679
Getafe;Elche;1;1;D;0;0;D;12;6;3;3;16;17;6;2;3;2;0;0;205;28;475;21;28;475;207;281;506;21;31;52;205;288;477
Ath Bilbao;Celta;3;1;H;2;1;H;10;11;7;4;16;11;3;6;3;2;0;0;17;37;525;17;39;5;172;399;485;176;416;525;171;396;483
Villarreal;Barcelona;1;5;A;1;2;A;13;17;4;10;12;12;7;3;6;1;0;0;39;39;185;39;4;185;39;405;188;395;437;192;374;409;187
Vallecano;Ath Madrid;1;1;D;1;0;H;15;10;3;5;9;12;3;4;0;0;0;0;5;34;18;5;35;175;496;353;181;5;372;185;479;352;181
Betis;Mallorca;1;2;A;1;1;D;14;6;6;6;12;12;6;3;3;2;0;0;185;33;475;191;325;46;188;33;498;191;341;503;189;329;473
Sevilla;Oviedo;2;1;H;1;0;H;22;8;5;2;14;12;6;4;5;4;1;0;165;38;55;167;39;55;167;39;549;171;402;56;168;383;545
Valencia;Osasuna;0;0;D;0;0;D;10;9;2;2;6;11;10;5;2;3;0;0;2;31;4;205;31;42;209;315;42;212;332;43;208;316;408
Real Madrid;Alaves;3;2;H;2;0;H;10;12;4;3;7;10;4;4;4;0;0;0;12;65;13;118;75;17;118;739;168;12;81;19;119;737;16
Girona;Vallecano;0;0;D;0;0;D;11;2;0;0;8;16;4;3;3;4;0;0;173;37;45;175;38;5;176;391;471;18;398;5;176;381;466
Barcelona;Getafe;1;0;H;1;0;H;16;7;4;1;4;14;7;5;1;1;0;0;125;625;10;122;65;13;123;657;1327;126;696;147;123;647;1283
Espanol;Villarreal;1;2;A;1;1;D;11;15;2;4;12;14;4;1;5;3;0;0;325;35;215;34;34;22;345;341;222;35;373;224;338;346;218
Levante;Betis;1;1;D;1;1;D;8;14;2;5;21;10;1;4;4;2;0;0;31;31;238;325;32;24;318;33;241;325;344;248;309;325;241
Celta;Ath Madrid;0;1;A;0;0;D;9;7;4;2;10;7;2;3;2;2;0;0;38;37;191;39;36;195;401;376;193;41;395;198;382;374;194
Oviedo;Mallorca;1;2;A;0;0;D;11;14;1;6;15;9;7;4;3;2;0;0;3;29;263;3;288;27;311;29;277;312;301;279;303;29;272
Getafe;Alaves;2;0;H;1;0;H;14;9;8;1;17;24;2;2;3;6;0;0;255;288;31;263;28;33;266;278;336;272;288;34;263;28;327
Vallecano;Elche;1;1;D;1;0;H;15;13;6;3;12;7;5;5;2;1;0;0;19;3;5;191;31;5;193;318;494;202;323;51;194;314;479
Sociedad;Valencia;3;0;H;1;0;H;11;9;6;4;7;12;6;4;0;0;0;0;185;325;475;19;325;475;192;333;469;198;34;484;191;329;462
Osasuna;Barcelona;4;2;H;2;0;H;11;12;6;5;13;3;5;8;2;2;0;0;7;45;145;65;46;144;642;478;149;7;5;151;638;476;147
Celta;Girona;1;1;D;0;1;A;12;9;2;4;9;14;4;4;1;0;0;0;21;36;325;215;36;33;22;366;326;224;377;34;216;365;326
Ath Bilbao;Sevilla;1;1;D;1;0;H;13;13;3;4;6;7;4;7;0;3;1;0;17;37;5;17;39;5;175;386;491;177;397;52;172;383;49
Betis;Espanol;1;0;H;0;0;D;20;8;12;1;14;20;8;4;2;4;0;0;165;34;575;162;39;6;164;387;591;173;394;6;167;377;558
Ath Madrid;Real Madrid;1;1;D;0;0;D;12;12;4;4;11;11;5;5;3;1;1;0;28;33;25;28;34;25;281;347;257;295;36;261;279;344;252
Villarreal;Levante;3;1;H;1;0;H;17;7;7;3;14;10;3;2;0;3;0;0;145;433;65;144;475;65;147;492;653;152;5;68;148;471;637
Elche;Valencia;0;0;D;0;0;D;8;6;0;1;15;14;1;2;2;2;0;0;29;288;28;3;28;28;308;281;288;313;288;292;3;282;283
Espanol;Mallorca;2;1;H;1;0;H;8;11;3;4;14;19;4;6;1;5;0;0;31;3;255;325;288;255;328;291;26;332;301;264;32;292;258
Getafe;Osasuna;1;1;D;1;0;H;11;6;3;2;17;10;4;2;2;4;0;0;22;29;39;22;288;39;226;295;396;23;307;409;223;295;387
Levante;Celta;0;1;A;0;1;A;24;8;5;1;9;13;11;2;3;8;0;2;31;35;225;32;35;225;314;36;229;322;375;231;312;358;226
Oviedo;Vallecano;1;2;A;0;0;D;13;17;5;3;13;18;5;13;4;2;0;0;31;3;25;33;3;25;319;301;258;33;31;263;313;301;256
Real Madrid;Villarreal;2;0;H;1;0;H;11;10;2;1;7;11;2;5;0;1;0;0;127;625;85;125;65;105;127;665;954;13;7;105;127;66;969
Girona;Ath Bilbao;2;1;H;1;1;D;14;13;6;4;12;13;6;1;4;3;0;1;235;33;31;245;32;31;244;328;314;249;333;319;242;327;31
Alaves;Barcelona;0;3;A;0;3;A;11;14;2;8;13;8;11;3;2;2;0;0;525;45;157;55;45;157;569;439;158;58;453;162;55;44;157
Sevilla;Betis;1;0;H;0;0;D;14;11;5;3;15;15;4;1;6;3;1;0;245;32;3;255;31;3;257;317;305;26;342;308;252;321;297
Sociedad;Ath Madrid;1;1;D;0;1;A;16;4;8;1;10;9;5;1;0;2;0;0;33;32;23;33;31;238;335;316;239;345;335;241;331;316;235
Alaves;Oviedo;2;3;A;1;1;D;10;12;4;4;15;14;5;6;6;2;1;0;162;39;575;162;38;55;165;391;596;169;395;61;165;382;582
Ath Bilbao;Espanol;4;1;H;3;0;H;10;5;6;2;15;22;5;5;2;3;0;0;145;42;75;144;433;85;144;43;897;15;458;95;146;432;798
Osasuna;Betis;1;2;A;0;1;A;19;11;6;7;12;8;10;2;2;1;0;1;25;34;27;255;33;288;26;328;291;267;344;295;258;33;283
Girona;Sociedad;0;1;A;0;1;A;8;14;3;4;10;12;6;6;2;1;0;0;24;34;288;255;325;288;257;329;294;261;34;3;251;329;293
Celta;Real Madrid;1;2;A;0;1;A;13;10;5;3;16;13;6;2;2;1;0;0;475;45;16;5;433;16;562;438;158;571;45;164;524;437;161
Mallorca;Vallecano;1;0;H;0;0;D;19;10;5;2;9;13;9;2;1;1;0;0;205;31;4;21;31;41;213;306;42;217;32;43;21;307;408
Ath Madrid;Elche;3;1;H;0;1;A;24;5;9;2;14;8;8;2;5;1;0;0;133;475;10;133;5;105;133;517;1101;137;52;1101;133;496;105
Villarreal;Getafe;1;1;D;1;0;H;10;21;4;4;18;21;5;5;4;3;0;0;167;38;5;175;36;475;171;388;51;18;392;514;173;377;49
Barcelona;Sevilla;5;1;H;3;0;H;21;7;9;1;6;14;5;5;1;2;0;0;13;575;8;13;65;85;132;587;92;134;65;10;131;581;896
Valencia;Levante;2;3;A;1;1;D;14;11;7;6;12;12;11;2;4;9;1;0;162;38;55;175;35;5;163;379;622;175;389;65;165;371;585
Espanol;Sevilla;0;2;A;0;2;A;16;6;1;3;14;9;13;2;2;0;0;0;3;325;24;32;32;24;323;32;247;338;331;249;317;321;242
Oviedo;Villarreal;1;2;A;0;1;A;7;21;3;9;16;13;4;6;4;3;0;0;35;375;2;35;37;2;369;367;204;391;386;207;361;368;202
Vallecano;Alaves;1;0;H;0;0;D;16;15;4;7;8;14;6;2;2;4;1;0;225;31;35;225;275;37;226;31;374;234;32;385;226;309;36
Levante;Girona;1;0;H;1;0;H;12;8;3;3;12;14;3;5;4;5;0;1;288;34;245;288;34;25;295;345;248;295;355;257;287;342;249
Real Madrid;Barcelona;0;4;A;0;0;D;9;15;4;7;15;17;10;3;2;5;0;0;2;41;325;205;39;33;204;409;335;21;427;34;204;404;329
Elche;Celta;3;0;H;0;0;D;7;18;4;5;15;17;4;2;2;2;0;0;325;325;23;34;31;23;335;319;237;34;325;244;328;318;236
Getafe;Valencia;1;1;D;0;1;A;15;2;4;1;20;20;8;2;3;7;0;0;21;31;38;215;29;4;219;291;428;233;31;43;219;293;402
Betis;Ath Madrid;1;0;H;1;0;H;24;10;3;3;8;4;3;10;3;2;0;0;31;34;23;325;32;24;326;325;239;331;34;244;319;322;237
Sociedad;Osasuna;0;2;A;0;2;A;19;10;9;4;7;14;14;4;3;4;0;0;175;36;5;18;36;475;179;37;479;184;375;504;179;363;469
Mallorca;Ath Bilbao;0;0;D;0;0;D;4;20;1;1;9;12;1;14;5;1;1;0;29;31;255;31;29;263;304;293;276;313;31;276;3;298;264
Alaves;Mallorca;1;0;H;0;0;D;13;7;3;2;19;12;7;2;3;2;0;0;225;3;34;24;29;35;241;297;362;247;305;365;238;297;35
Osasuna;Oviedo;1;0;H;1;0;H;20;7;4;4;21;12;7;2;1;5;0;0;16;37;625;162;38;6;163;38;623;167;401;65;163;379;602
Girona;Elche;4;3;H;2;2;D;15;8;6;5;17;15;6;1;2;4;0;0;17;35;55;167;35;55;171;366;556;178;381;58;171;364;543
Ath Madrid;Levante;2;0;H;1;0;H;15;1;3;1;13;13;9;1;1;1;0;0;127;6;95;125;6;11;127;617;1124;129;644;121;127;592;111
Barcelona;Espanol;3;1;H;3;0;H;14;10;9;3;13;14;9;5;0;3;0;0;113;9;19;11;11;19;111;1188;1823;113;127;24;112;1076;1794
Sevilla;Sociedad;0;2;A;0;1;A;8;9;0;3;6;17;5;9;2;1;0;0;29;3;263;3;3;263;301;302;27;304;322;27;294;305;264
Ath Bilbao;Betis;1;1;D;0;0;D;17;7;8;4;9;8;6;2;0;0;0;0;191;35;4;191;35;41;193;356;426;198;367;43;193;35;409
Celta;Getafe;1;0;H;1;0;H;10;10;3;2;12;11;0;2;1;4;0;1;195;32;45;195;33;45;198;327;445;2;345;45;196;327;436
Vallecano;Levante;1;3;A;0;1;A;35;11;7;3;9;13;12;4;1;3;0;0;183;34;45;185;34;475;188;344;483;196;365;483;188;343;456
Real Madrid;Osasuna;4;0;H;2;0;H;18;2;8;0;9;16;11;3;0;2;0;0;12;7;13;12;75;14;119;758;1377;121;8;16;119;732;1391
Villarreal;Alaves;3;0;H;1;0;H;13;9;3;3;17;21;7;2;1;3;0;0;162;4;55;162;41;55;164;416;534;169;433;55;163;414;527
Elche;Sevilla;1;0;H;0;0;D;8;13;4;2;7;10;0;6;2;1;0;1;288;32;255;288;3;27;297;303;273;301;323;275;292;306;266
Betis;Celta;2;2;D;1;1;D;19;3;6;2;12;8;2;0;3;0;0;0;195;34;4;2;34;4;201;36;385;205;383;4;2;354;377
Mallorca;Ath Madrid;0;1;A;0;0;D;12;9;6;2;10;16;7;2;1;3;0;0;36;31;22;375;3;225;388;295;229;39;325;23;374;302;224
Getafe;Girona;0;1;A;0;1;A;8;3;0;2;25;16;5;2;3;3;0;0;245;32;3;24;3;33;249;312;322;252;324;339;246;31;315
Oviedo;Ath Bilbao;1;1;D;0;0;D;6;17;3;1;12;12;5;5;4;4;0;0;45;34;185;46;33;191;484;34;187;49;368;197;453;342;187
Sociedad;Barcelona;1;0;H;1;0;H;14;11;6;0;17;6;7;6;3;1;0;0;475;41;165;475;4;17;49;41;17;5;432;173;475;41;168
Getafe;Oviedo;2;0;H;0;0;D;12;6;5;3;15;15;3;2;3;2;0;0;165;34;65;167;34;65;168;347;679;172;362;76;167;344;648
Valencia;Betis;4;2;H;1;1;D;11;7;5;3;10;16;2;4;4;2;0;0;3;3;26;3;3;27;298;309;267;306;317;271;297;306;263
Ath Madrid;Alaves;2;1;H;0;1;A;11;4;8;1;18;19;5;0;3;3;0;0;136;475;9;136;5;95;136;492;1026;14;51;11;136;486;99
Girona;Espanol;4;1;H;4;0;H;12;9;5;1;4;19;6;3;0;3;0;0;167;39;525;165;39;55;166;401;539;174;41;56;167;391;53
Levante;Mallorca;2;3;A;0;0;D;14;10;3;3;10;18;4;3;4;2;0;1;28;3;27;3;29;27;296;295;281;31;304;284;296;294;272
Celta;Barcelona;2;2;D;0;1;A;15;9;8;4;13;9;5;1;5;5;0;1;475;433;165;46;433;167;457;451;168;478;462;173;458;444;167
Osasuna;Villarreal;2;2;D;2;0;H;4;17;3;7;12;13;0;8;6;5;0;0;255;34;275;26;34;275;262;35;274;268;356;278;259;345;27
Sevilla;Vallecano;1;0;H;1;0;H;11;9;3;1;14;14;8;3;2;5;0;1;23;32;33;23;325;33;232;332;332;241;334;345;232;323;328
Elche;Real Madrid;0;3;A;0;1;A;4;16;0;9;17;11;2;4;2;0;0;0;75;45;142;9;45;14;926;48;138;926;494;145;826;466;14
Ath Bilbao;Sociedad;1;0;H;1;0;H;12;6;4;1;18;9;4;4;3;4;0;0;225;3;36;225;3;375;227;306;375;231;317;378;225;304;365
Mallorca;Valencia;2;1;H;1;1;D;9;7;3;1;9;14;3;6;0;0;0;0;2;3;45;205;288;475;204;295;486;212;303;495;204;294;467
Barcelona;Levante;1;2;A;0;0;D;27;5;8;3;7;11;7;0;0;0;0;0;117;85;13;115;95;15;116;929;1411;118;995;17;116;892;1485
Alaves;Elche;1;1;D;0;0;D;18;6;7;3;15;15;13;8;1;4;0;0;18;34;5;18;325;55;182;33;544;189;342;56;183;327;519
Espanol;Celta;3;1;H;1;0;H;9;16;5;2;13;7;2;5;2;2;0;0;33;34;22;33;33;225;336;335;228;345;344;235;331;333;226
Oviedo;Ath Madrid;0;5;A;0;3;A;9;13;1;9;6;11;3;5;1;2;0;0;6;42;153;65;4;155;647;414;156;67;422;161;633;407;156
Villarreal;Girona;2;2;D;1;0;H;13;13;4;6;8;13;1;5;2;6;0;0;183;37;42;185;38;42;188;388;405;193;404;42;186;384;4
Real Madrid;Getafe;2;0;H;2;0;H;13;8;4;3;7;26;5;3;2;6;0;0;136;45;10;133;5;105;137;487;955;139;515;106;136;475;95
Vallecano;Ath Bilbao;1;2;A;1;0;H;7;12;4;7;14;8;1;7;3;0;0;0;28;31;27;288;3;275;291;316;268;298;317;28;284;308;269
Sociedad;Betis;2;0;H;2;0;H;2;7;1;2;28;10;0;4;3;2;0;0;18;36;45;175;37;475;181;359;493;183;375;509;179;358;478
Sevilla;Osasuna;1;1;D;0;0;D;12;7;5;3;11;15;5;1;1;1;0;0;21;34;35;21;33;38;216;336;366;221;35;38;214;336;352
Mallorca;Barcelona;1;5;A;1;1;D;6;20;1;9;13;13;2;5;4;3;0;0;575;433;153;6;433;153;627;441;155;69;458;157;611;438;153
Ath Bilbao;Real Madrid;2;1;H;0;0;D;9;10;3;5;21;9;5;2;3;3;0;0;32;33;225;32;34;23;315;354;231;323;369;233;314;35;228
Celta;Mallorca;2;0;H;1;0;H;12;9;5;4;9;12;3;3;1;0;0;1;185;34;45;187;34;46;191;341;473;193;345;49;189;336;462
Levante;Oviedo;2;1;H;1;1;D;11;9;5;2;17;13;3;3;4;3;0;0;18;36;45;18;35;5;18;367;479;183;375;5;18;365;464
Betis;Barcelona;2;2;D;0;1;A;12;9;6;3;15;14;6;4;1;2;0;0;5;45;157;5;45;157;516;453;161;55;47;162;511;45;16
Valencia;Vallecano;0;1;A;0;1;A;14;6;6;1;5;12;9;4;2;2;0;0;225;29;375;225;3;38;225;299;394;228;31;404;225;298;381
Girona;Real Madrid;0;3;A;0;1;A;10;10;4;7;6;7;6;3;3;2;0;0;45;39;173;45;4;175;47;407;173;48;417;175;456;401;173
Elche;Sociedad;0;3;A;0;1;A;11;15;2;5;12;15;5;3;2;2;0;0;475;31;191;475;31;191;474;32;195;48;325;2;461;315;194
Ath Bilbao;Villarreal;2;0;H;1;0;H;12;11;4;1;15;10;3;3;2;1;0;0;195;36;38;195;36;39;199;378;376;199;385;39;196;37;372
Osasuna;Alaves;2;2;D;0;1;A;16;6;8;3;13;14;8;3;4;3;0;0;205;33;375;205;33;39;209;343;378;211;345;39;208;335;372
Ath Madrid;Sevilla;4;3;H;1;2;A;14;4;9;3;11;8;5;3;4;3;0;0;138;475;85;136;475;85;137;502;91;141;51;91;138;484;857
Getafe;Espanol;1;0;H;1;0;H;15;9;6;1;14;15;3;3;3;6;0;0;18;31;575;18;325;55;18;323;585;183;325;59;18;317;561
Oviedo;Valencia;1;0;H;1;0;H;2;14;1;2;10;10;1;7;4;3;1;0;31;31;238;33;3;24;33;309;25;335;317;251;323;305;244
Espanol;Osasuna;0;0;D;0;0;D;9;6;3;0;13;13;5;4;3;1;0;0;275;32;26;288;31;263;288;315;272;29;323;277;282;314;266
Mallorca;Girona;2;1;H;1;1;D;8;13;2;1;10;14;2;4;5;2;1;0;23;31;325;24;3;34;238;308;348;243;315;35;236;305;337
Sevilla;Celta;1;0;H;0;0;D;8;10;3;2;12;9;3;4;7;3;0;0;22;325;33;23;325;33;226;334;342;235;348;342;227;331;328
Vallecano;Real Madrid;3;3;D;2;2;D;14;13;5;6;18;8;4;3;4;2;0;0;6;38;157;6;41;157;607;397;161;64;427;165;579;401;16
Ath Madrid;Getafe;1;0;H;0;0;D;11;7;3;1;13;15;8;3;3;1;0;0;14;433;9;136;45;11;141;44;1004;145;47;11;14;43;961
Alaves;Ath Bilbao;1;1;D;0;1;A;6;9;3;2;14;17;2;4;2;2;0;0;36;31;215;38;31;215;382;317;219;382;335;223;366;315;217
Sociedad;Levante;0;0;D;0;0;D;15;9;4;3;17;12;8;6;2;3;0;0;14;433;8;14;45;95;143;437;913;147;453;95;142;431;855
Villarreal;Betis;1;2;A;0;1;A;17;10;4;4;19;10;5;5;5;2;0;1;175;38;433;18;39;433;18;398;438;185;411;48;179;389;43
Barcelona;Elche;0;1;A;0;1;A;20;6;4;4;5;13;8;2;0;2;0;0;113;8;19;113;95;20;114;914;1844;117;96;21;113;885;1838
Espanol;Valencia;1;1;D;1;0;H;10;14;3;4;13;11;4;7;1;0;0;0;26;3;3;27;29;3;272;293;309;278;3;314;265;295;302
Villarreal;Vallecano;1;1;D;1;1;D;14;18;5;3;10;15;7;7;4;3;1;0;18;36;45;185;36;45;185;366;449;191;376;47;183;365;44
Girona;Oviedo;3;0;H;2;0;H;23;1;7;1;13;7;9;1;3;1;0;0;138;5;8;14;475;85;14;501;831;144;501;9;139;483;826
Getafe;Mallorca;0;1;A;0;0;D;18;9;5;2;19;13;3;0;4;3;0;0;23;275;39;23;27;4;237;274;406;237;295;409;231;276;393
Celta;Sociedad;2;0;H;2;0;H;11;7;7;1;19;13;5;7;3;5;0;0;29;31;26;29;31;263;295;321;262;303;323;267;292;311;26
Osasuna;Ath Bilbao;1;2;A;1;1;D;6;13;3;8;10;13;4;4;0;1;0;0;39;31;21;39;32;21;385;325;214;395;34;217;376;32;212
Barcelona;Ath Madrid;1;2;A;1;0;H;19;5;7;4;11;8;11;3;0;3;0;0;19;38;39;19;39;39;188;392;401;192;405;41;189;388;385
Valencia;Alaves;2;2;D;0;1;A;8;11;3;3;20;15;5;4;2;1;0;0;225;31;35;23;29;37;232;307;361;236;317;37;228;304;352
